# time (ns)  RMSD_mdmat_previous RMSD_mdmat_total
   0.1600    0.0291    0.0627
   0.1610    0.0320    0.0605
   0.1620    0.0311    0.0615
   0.1630    0.0304    0.0619
   0.1640    0.0292    0.0611
   0.1650    0.0326    0.0634
   0.1660    0.0324    0.0629
   0.1670    0.0306    0.0607
   0.1680    0.0301    0.0621
   0.1690    0.0348    0.0632
   0.1700    0.0317    0.0625
   0.1710    0.0327    0.0610
   0.1720    0.0313    0.0607
   0.1730    0.0310    0.0590
   0.1740    0.0330    0.0599
   0.1750    0.0321    0.0610
   0.1760    0.0323    0.0617
   0.1770    0.0362    0.0604
   0.1780    0.0322    0.0604
   0.1790    0.0323    0.0591
   0.1800    0.0317    0.0595
   0.1810    0.0318    0.0606
   0.1820    0.0327    0.0599
   0.1830    0.0298    0.0616
   0.1840    0.0309    0.0609
   0.1850    0.0333    0.0612
   0.1860    0.0315    0.0615
   0.1870    0.0335    0.0625
   0.1880    0.0308    0.0619
   0.1890    0.0300    0.0613
   0.1900    0.0314    0.0626
   0.1910    0.0318    0.0628
   0.1920    0.0327    0.0633
   0.1930    0.0332    0.0636
   0.1940    0.0353    0.0623
   0.1950    0.0308    0.0620
   0.1960    0.0309    0.0627
   0.1970    0.0317    0.0630
   0.1980    0.0316    0.0631
   0.1990    0.0305    0.0643
   0.2000    0.0332    0.0617
